"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Colorado State University-Fort Collins","102 Administration Building, Fort Collins, Colorado 80523-0100","www.colostate.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","33478","25962","71%","8%","Fall 2012","$17,914","-","126818","00135000"
"Colorado State University-Global Campus","7800 East Orchard Road Ste 200, Greenwood Village, Colorado 80111-0000","https://csuglobal.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","No","12476","8054","NA","NA","Fall 2012","NA","-","476975","04208700"
"Colorado State University-Pueblo","2200 Bonforte Blvd, Pueblo, Colorado 81001-4901","https://www.csupueblo.edu","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","6736","4385","32%","57%","Fall 2012","$12,243","-","128106","00136500"
"Columbia College - Coast Guard Island","Building #3, Alameda, California 94501-5100","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","","","NA","NA","Fall 2012","NA","-","17706502","00245604"
"Columbia College - Denver","6892 S. Yosemite Ct Suite 3-100, Centennial, Colorado 80112-1464","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","","","NA","NA","Fall 2012","NA","-","17706503","00245605"
"Columbia College - Lemoore","Building 826 Hancock Circle, NAS Lemoore, California 93246-0001","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Fringe","No","","","NA","NA","Fall 2012","NA","-","17706521","00245636"
"Columbia College - Los Alamitos","11206 Lexington Avenue, Suite 110, Los Alamitos, California 90720-5177","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","","","NA","NA","Fall 2012","NA","-","17706519","00245629"
"Columbia College - Redstone Arsenal","Army Education Ctr, Bldg 3495, #106, Redstone Arsenal, Alabama 35898-5192","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","","","NA","NA","Fall 2012","NA","-","17706501","00245602"
"Columbia College - San Diego","4025 Tripoli Avenue, San Diego, California 92140-5290","www.ccis.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","","","NA","NA","Fall 2012","NA","-","17706532","00245648"
"Columbia College - San Luis Obispo","Building 2700 A at Cuesta College, San Luis Obispo, California 93403-8106","www.ccis.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Small","No","","","NA","NA","Fall 2012","NA","-","17706522","00245637"
"Columbia College Hollywood","18618 Oxnard St, Tarzana, California 91356-1411","https://www.columbiacollege.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","540","540","50%","NA","Fall 2012","$33,490","-","112570","02110200"
"Community College of Denver","1111 W. Colfax Ave., Denver, Colorado 80204-2026","www.ccd.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","7887","7887","13%","13%","Fall 2012","$6,736","-","126942","00954200"
"Concordia University-Irvine","1530 Concordia West, Irvine, California 92612-3203","www.cui.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","4162","1788","63%","NA","Fall 2012","$28,588","-","112075","02070500"
"Connecticut College","270 Mohegan Avenue, New London, Connecticut 06320-4196","www.conncoll.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","Yes","1844","1844","81%","NA","Fall 2012","$38,890","-","128902","00137900"
"Crowley's Ridge College","100 College Dr, Paragould, Arkansas 72450","www.crc.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Fringe","Yes","198","198","44%","24%","Fall 2012","$13,042","-","106810","00109500"
"Culinary Institute of America at Greystone","2555 Main St, St. Helena, California 94574","www.ciachef.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Postbaccalaureate certificate","Town: Fringe","Yes","","","NA","NA","Fall 2012","NA","-","19050301","00730401"
"Cypress College","9200 Valley View, Cypress, California 90630-5897","www.cypresscollege.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","15794","15794","30%","18%","Fall 2012","$6,303","-","113236","00119300"
"Daniel Morgan Graduate School of National Security","1620 L Street, NW, Washington, District of Columbia 20036-5699","dmgs.org/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Large","No","52","","NA","NA","Fall 2012","NA","-","492102",""
"Delaware State University","1200 N. Dupont Highway, Dover, Delaware 19901","www.desu.edu","4-year, Public","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Small","Yes","4586","4208","40%","NA","Fall 2012","$13,234","-","130934","00142800"
"Delaware Technical Community College-Owens","Route 18, Seashore Highway PO Box 610, Georgetown, Delaware 19947","https://www.dtcc.edu/our-campuses/georgetown","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Fringe","No","","","NA","NA","Fall 2012","NA","-","13090701","01172702"
"Delaware Technical Community College-Stanton/Wilmington","333 N. Shipley Street, Wilmington, Delaware 19801","https://www.dtcc.edu/our-campuses/wilmington","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","","","NA","NA","Fall 2012","NA","-","13090702","01172703"
"Delaware Technical Community College-Terry","100 Campus Drive, Dover, Delaware 19901","https://www.dtcc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","13895","13895","14%","9%","Fall 2012","$8,261","-","130907","01172700"
"Dell'Arte International School of Physical Theatre","131 H Street, Blue Lake, California 95525-0816","www.dellarte.com/school","4-year, Private not-for-profit","One but less than two years certificate|Two but less than 4 years certificate|Master's degree","Rural: Fringe","No","30","10","NA","NA","Fall 2012","NA","-","113537","03025600"
"Denver Seminary","6399 S. Santa Fe Drive, Littleton, Colorado 80120","www.denverseminary.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","Suburb: Large","Yes","885","","NA","NA","Fall 2012","NA","-","126979","00135200"
"Dine College","Route 12, One Circle Drive, Tsaile, Arizona 86556","https://www.dinecollege.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Remote","Yes","1519","1519","17%","35%","Fall 2012","$8,673","-","105297","00824600"
"Dominican School of Philosophy & Theology","2301 Vine Street, Berkeley, California 94708-1816","https://www.dspt.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","57","","NA","NA","Fall 2012","NA","-","113704","00129600"
"Dominican University of California","50 Acacia Ave, San Rafael, California 94901-2298","https://www.dominican.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","Yes","1779","1355","72%","NA","Fall 2012","$35,801","-","113698","00119600"
"Dongguk University-Los Angeles","440 Shatto Pl, Los Angeles, California 90020-1704","www.dula.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","No","107","14","NA","NA","Fall 2012","NA","-","122117","03109500"
"Eastern Connecticut State University","83 Windham St, Willimantic, Connecticut 06226","www.easternct.edu/","4-year, Public","Associate's degree|Bachelor's degree|Master's degree","Town: Fringe","Yes","5208","5013","58%","NA","Fall 2012","$17,769","-","129215","00142500"
"Ecclesia College","9653 Nations Dr, Springdale, Arkansas 72762","www.ecollege.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Rural: Fringe","Yes","218","217","20%","58%","Fall 2012","$19,451","-","446233","03855300"
"Embry-Riddle Aeronautical University-Prescott","3700 Willow Creek Road, Prescott, Arizona 86301-3720","prescott.erau.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","2776","2726","65%","NA","Fall 2012","$33,258","-","104586","00147902"
"Epic Bible College","4330 Auburn Boulevard, Sacramento, California 95841","EPIC.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","No","155","119","0%","33%","Fall 2012","NA","-","124487","03403300"
"Fairfield University","1073 N Benson Rd, Fairfield, Connecticut 06824-5195","fairfield.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","Yes","5273","4177","81%","17%","Fall 2012","$39,791","-","129242","00138500"
"Faulkner University","5345 Atlanta Hwy, Montgomery, Alabama 36109-3390","www.faulkner.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","3178","2428","28%","46%","Fall 2012","$21,334","-","101189","00100300"
"Feather River Community College District","570 Golden Eagle Ave, Quincy, California 95971-9124","www.frc.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","Yes","2216","2216","18%","34%","Fall 2012","$9,974","-","114433","00859700"
"Fielding Graduate University","2020 De La Vina St, Santa Barbara, California 93105-3538","www.fielding.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","No","989","","NA","NA","Fall 2012","NA","-","114549","02096100"
"Foothill College","12345 El Monte Rd, Los Altos Hills, California 94022","https://foothill.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","Suburb: Large","No","14732","14732","63%","11%","Fall 2012","$6,639","-","114716","00119900"
"Fort Lewis College","1000 Rim Drive, Durango, Colorado 81301-3999","fortlewis.edu/","4-year, Public","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Distant","Yes","3319","3272","44%","37%","Fall 2012","$18,522","-","127185","00135300"
"Franciscan School of Theology","4050 Mission Ave, Oceanside, California 92057","www.fst.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Suburb: Large","","","","NA","NA","Fall 2012","NA","-","11473401",""
"Franciscan School of Theology","4050 Mission Avenue, Oceanside, California 92057","www.fst.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","47","","NA","NA","Fall 2012","NA","-","114734","01179200"
"Fresno Pacific University","1717 S Chestnut Ave, Fresno, California 93702-4709","www.fresno.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","4292","2906","66%","6%","Fall 2012","$19,965","-","114813","00125300"
"Fuller Theological Seminary","135 N Oakland Ave, Pasadena, California 91182","www.fuller.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","2361","","NA","NA","Fall 2012","NA","-","114840","00120000"
"Gallaudet University","800 Florida Ave, NE, Washington, District of Columbia 20002-3695","www.gallaudet.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","1557","1138","47%","23%","Fall 2012","$14,718","-","131450","00144300"
"George Washington University","2121 I Street, NW, Washington, District of Columbia 20052","https://www.gwu.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","28172","12546","82%","NA","Fall 2012","$39,600","-","131469","00144400"
"Georgetown University","37th and O St NW, Washington, District of Columbia 20057-0001","www.georgetown.edu","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","19204","7459","94%","NA","Fall 2012","$28,509","-","131496","00144500"
"Golden Gate University-Los Angeles","725 S. Figueroa Street, Suite 1550, Los Angeles, California 90017-5418","www.ggu.edu/","4-year, Private not-for-profit","Master's degree","City: Large","","","","NA","NA","Fall 2012","NA","-","11508303","00120518"
"Golden Gate University-San Francisco","536 Mission Street, San Francisco, California 94105-2968","www.ggu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2515","415","NA","NA","Fall 2012","NA","-","115083","00120500"
"Golden Gate University-Silicon Valley","3000 Mission College Blvd, Santa Clara, California 95054-2218","www.ggu.edu/","4-year, Private not-for-profit","Master's degree","City: Midsize","","","","NA","NA","Fall 2012","NA","-","11508306","00120504"
"Goldey-Beacom College","4701 Limestone Rd, Wilmington, Delaware 19808","www.gbc.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1493","739","42%","NA","Fall 2012","$15,882","-","130989","00142900"
"Goodwin College","One Riverside Drive, East Hartford, Connecticut 06118","www.goodwin.edu","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","Yes","3397","3330","40%","18%","Fall 2012","$17,254","-","129154","02244900"
"Grace Mission University","1645 West Valencia Drive, Fullerton, California 92833-3860","www.gm.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","No","194","84","NA","NA","Fall 2012","$14,936","-","481058","04157800"
"Graduate Theological Union","2400 Ridge Rd, Berkeley, California 94709","WWW.GTU.EDU","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Midsize","No","196","","NA","NA","Fall 2012","NA","-","115214","00120700"
"Harding University","915 E. Market Ave., Searcy, Arkansas 72149-5615","www.harding.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Distant","Yes","5121","3974","67%","NA","Fall 2012","$19,580","-","107044","00109700"
"Hartford Seminary","77 Sherman Street, Hartford, Connecticut 06105-2260","www.hartsem.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","City: Midsize","Yes","138","","NA","NA","Fall 2012","NA","-","129491","00138700"
"Harvey Mudd College","301 Platt Blvd., Claremont, California 91711","https://www.hmc.edu","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","902","902","92%","6%","Fall 2012","$38,768","-","115409","00117100"
"Hebrew Union College-Jewish Institute of Religion-Los Angeles","3077 University Ave, Los Angeles, California 90007-3796","huc.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","","","","NA","NA","Fall 2012","NA","-","20306702","00405402"
"Henderson State University","1100 Henderson Street, Arkadelphia, Arkansas 71999-0001","www.hsu.edu","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Town: Distant","Yes","3961","3404","35%","39%","Fall 2012","$17,451","-","107071","00109800"
"Hendrix College","1600 Washington Ave, Conway, Arkansas 72032-3080","www.hendrix.edu","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Small","Yes","1208","1202","71%","NA","Fall 2012","$22,732","-","107080","00109900"
"Heritage Christian University","3625 Helton Dr, Florence, Alabama 35630-9977","www.hcu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Small","Yes","78","51","50%","NA","Fall 2012","$7,799","-","101453","02199700"
"Herzing University-Birmingham","280 West Valley Ave, Birmingham, Alabama 35209","https://www.herzing.edu/","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","Suburb: Large","No","571","551","50%","NA","Fall 2012","$17,906","-","101365","00962107"
"High Tech High Graduate School of Education","2861 Womble Road, San Diego, California 92106","hthgse.edu","4-year, Private not-for-profit","Master's degree","City: Large","No","34","","NA","NA","Fall 2012","NA","-","485403","04217400"
"Holy Apostles College and Seminary","33 Prospect Hill Road, Cromwell, Connecticut 06416-2005","www.holyapostles.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","No","546","166","60%","20%","Fall 2012","$17,415","-","129534","00138900"
"Holy Names University","3500 Mountain Blvd, Oakland, California 94619-1699","www.hnu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","960","632","48%","5%","Fall 2012","$23,416","-","115728","00118300"
"Homestead Schools","23800 Hawthorne Blvd. Ste 200, Torrance, California 90505","www.homesteadschools.net","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree","City: Midsize","No","197","197","100%","NA","Fall 2012","$12,285","Licensed Practical/Vocational Nurse Training","457086","04149700"
"Hope International University","2500 E Nutwood Ave, Fullerton, California 92831-3199","www.hiu.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1253","743","44%","37%","Fall 2012","$22,354","-","120537","00125200"
"Howard University","2400 Sixth St NW, Washington, District of Columbia 20059-0001","www.howard.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9139","6243","62%","26%","Fall 2012","$19,196","-","131520","00144800"
"Humboldt State University","1 Harpst Street, Arcata, California 95521-8299","www.humboldt.edu","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","7972","7319","52%","4%","Fall 2012","$14,506","-","115755","00114900"
"Humphreys College-Modesto","3600 Sisk Rd Ste 5A, Modesto, California 95356-0532","humphreys.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","","","NA","NA","Fall 2012","NA","-","11577301","00121203"
"Humphreys University-Stockton and Modesto Campuses","6650 Inglewood Ave, Stockton, California 95207-3896","www.humphreys.edu","4-year, Private not-for-profit","Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","463","317","38%","33%","Fall 2012","$7,139","-","115773","00121200"
"Huntingdon College","1500 East Fairview Avenue, Montgomery, Alabama 36106-2148","www.huntingdon.edu","4-year, Private not-for-profit","Bachelor's degree","City: Midsize","Yes","1081","1081","43%","NA","Fall 2012","$20,893","-","101435","00101900"
"Huntsville Bible College","906 Oakwood Ave, Huntsville, Alabama 35811-1632","www.hbc1.edu","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","128","105","33%","NA","Fall 2012","$5,530","-","449348","03894300"
"Iliff School of Theology","2323 E. Iliff Ave., Denver, Colorado 80210-4798","www.iliff.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","263","","NA","NA","Fall 2012","NA","-","127273","00135400"
"Ilisagvik College","Narl Facility, Barrow, Alaska 99723","www.ilisagvik.edu","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","Yes","335","335","13%","53%","Fall 2012","$10,986","-","434584","03461300"
"Institute of Buddhist Studies","2140 Durant Avenue, Berkeley, California 94704","www.shin-ibs.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","22","","NA","NA","Fall 2012","NA","-","489335",""
"Institute of Taoist Education and Acupuncture","317 W South Boulder Rd, Suite 5, Louisville, Colorado 80027","www.itea.edu","4-year, Private not-for-profit","Master's degree","Suburb: Small","No","26","","NA","NA","Fall 2012","NA","-","454838","04121200"
"Institute of World Politics","1521 16th St NW, Washington, District of Columbia 20036","www.iwp.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Large","No","141","","NA","NA","Fall 2012","NA","-","455804","04114400"
"International Baptist College and Seminary","2211 W Germann Road, Chandler, Arizona 85286","www.ibcs.edu/ibc/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree","Suburb: Large","Yes","78","46","60%","40%","Fall 2012","$14,546","-","436614","03347300"
"International Technological University","2711 North First Street, San Jose, California 95134","itu.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","City: Large","No","558","","NA","NA","Fall 2012","NA","-","443128",""
"Irell & Manella Graduate School of Biological Sciences at City of Hope","1500 East Duarte Road, Duarte, California 91010-3000","https://www.cityofhope.org/grad-school","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","90","","NA","NA","Fall 2012","NA","-","441238","03592400"
"Jacksonville State University","700 Pelham Road North, Jacksonville, Alabama 36265","www.jsu.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","8479","7321","42%","34%","Fall 2012","$12,243","-","101480","00102000"
"Jesuit School of Theology of Santa Clara University","1735 LeRoy Ave, Berkeley, California 94709","www.scu.edu/jst","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","","","","NA","NA","Fall 2012","NA","-","12293101","00132604"
"John Brown University","2000 W University St, Siloam Springs, Arkansas 72761","www.jbu.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","Town: Distant","Yes","2516","1903","66%","21%","Fall 2012","$22,390","-","107141","00110000"
"John F. Kennedy University","100 Ellinwood Way, Pleasant Hill, California 94523-4817","https://www.jfku.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","Suburb: Large","No","975","210","NA","NA","Fall 2012","NA","-","116712","00448400"
"John Paul the Great Catholic University","155 W. Grand Ave, Escondido, California 92025","https://jpcatholic.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","308","286","64%","NA","Fall 2012","$29,168","-","462354","04193700"
"Johnson & Wales University-Denver","7150 Montview Blvd, Denver, Colorado 80220","www.jwu.edu/campuses/denver/index.html","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","Yes","1008","974","66%","NA","Fall 2012","$25,941","-","439288","00340409"
"Judson College","302 Bibb St, Marion, Alabama 36756","www.judson.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Rural: Remote","Yes","268","268","35%","43%","Fall 2012","$16,348","-","101541","00102300"
"Keck Graduate Institute","535 Watson Dr, Claremont, California 91711","www.kgi.edu","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","617","","NA","NA","Fall 2012","NA","-","440031","03853300"
"La Sierra University","4500 Riverwalk Parkway, Riverside, California 92505-8247","https://lasierra.edu","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","Yes","2339","1825","45%","NA","Fall 2012","$21,451","-","117627","00121500"
"Laguna College of Art and Design","2222 Laguna Canyon Rd, Laguna Beach, California 92651","www.lcad.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Rural: Fringe","Yes","758","705","61%","NA","Fall 2012","$36,133","-","117168","02330500"
"Life Chiropractic College West","25001 Industrial Blvd, Hayward, California 94545-2800","www.lifewest.edu","4-year, Private not-for-profit","Doctor's degree - professional practice","City: Midsize","No","637","","NA","NA","Fall 2012","NA","-","117520","02228500"
"Life Pacific College","1100 W. Covina Blvd., San Dimas, California 91773-3298","www.lifepacific.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","619","530","41%","NA","Fall 2012","$19,223","-","117104","02270600"
"Lincoln University","401 15th Street, Oakland, California 94612-2801","www.lincolnuca.edu","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","573","92","74%","NA","Fall 2012","$18,995","-","117557","00697500"
"Loma Linda University","11139 Anderson Street, Loma Linda, California 92350","www.llu.edu/index.html","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","Yes","4448","1192","NA","NA","Fall 2012","NA","-","117636","00121800"
"Los Angeles Center","6701 Center Drive West #1200, Los Angeles, California 90045-1746","www.myunion.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Large","No","","","NA","NA","Fall 2012","NA","-","20627901","01092303"
"Los Angeles Pacific University","300 N Lone Hill Avenue, #200, San Dimas, California 91773-1741","https://www.lapu.edu","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","2360","1924","25%","36%","Fall 2012","$19,936","-","474863","04278800"
"Loyola Marymount University","One Lmu Drive, Los Angeles, California 90045-2659","www.lmu.edu","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","9838","6700","84%","NA","Fall 2012","$43,779","-","117946","01164900"
"Lyon College","2300 Highland Road, Batesville, Arkansas 72501","www.lyon.edu","4-year, Private not-for-profit","Bachelor's degree","Town: Remote","Yes","655","655","49%","39%","Fall 2012","$15,176","-","106342","00108800"
"Marshall B Ketchum University","2575 Yorba Linda Blvd, Fullerton, California 92831-1699","www.ketchum.edu","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","Yes","681","","NA","NA","Fall 2012","NA","-","123943","00123000"
"Marymount California University","30800 Palos Verdes Drive East, Rancho Palos Verdes, California 90275-6299","www.marymountcalifornia.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","761","735","33%","51%","Fall 2012","$28,978","-","118541","01047400"
"Marymount California University - Lakeside Campus","3700 Country Club Dr., Lucerne, California 95458-0000","www.marymountcalifornia.edu/lakeside/explore","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","No","","","NA","NA","Fall 2012","NA","-","11854102",""
"Marymount University - Waterfront Campus","222 West Sixth Street, San Pedro, California 90731-3316","www.marymountcalifornia.edu","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","","","NA","NA","Fall 2012","NA","-","11854101",""
"Mayo Clinic College of Medicine and Science - Arizona","13400 East Shea Boulevard, Scottsdale, Arizona 85259","www.mayo.edu/education","4-year, Private not-for-profit","One but less than two years certificate|Postbaccalaureate certificate|Doctor's degree - professional practice","City: Midsize","","","","NA","NA","Fall 2012","NA","-","17395702",""
